positivity	majorType	cellType	newMajor	newCellType	Review	Comment	count	clusters		
CD11c_CD3_CD4_CD45_CD8a_IDO_MHCII_panactin	CD4 T cells	mDC	CD4	CD4	F	?	7321	CD4		
CD11c_CD3_CD4_CD66b_MHCII_panactin_TIM3	CD4 T cells	mDC	CD4 T cells	CD4 T cells	F	Rpheno_NF	3242	CD4 T cells		
CD11c_CD3_CD45_CD8a_IDO_MHCII	CD8 T cells	mDC	CD8 T cells	CD8 T cells	F	Rpheno_NF	1349	Excluded CD8 T cells		
CD11c_CD3_CD8a_MHCII	CD8 T cells	mDC	CD8 T cells	CD8 T cells	F					
CD11c_CD3_CD8a_MHCII	CD8 T cells	mDC	CD8 T cells	CD8 T cells	FALSE	CD8 T cells	5548	CD8 T cells	"Vimentin,CD45,CD3,CD8a"	
CD11c_CD3_CD8a_TCRd	CD8 T cells	mDC	Ambiguous	Ambiguous	F	NA	551	CD8		
CD11c_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	834	Endothelial cells		
CD11c_CD31_MHCII	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	Endothelial cells	1513	Endothelial cells	"Vimentin,CD31"	
CD11c_CD31_MHCII	Endothelial cells	Endothelial cells	NA	NA	T					
CD11c_CD38_CD66b_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	5345	Excluded Epithelial cells		
CD11c_CD56_CD68_CD73_CLEC9a_GZMB_KIR2DL3_LAG3_MHCII_TIM3	Macrophages	mDC	Ambiguous	Ambiguous	F	Rpheno_NF	370	Epithelial cells		
CD11c_CD66b	Leukocytes	Leukocytes	Myeloid cells	Myeloid cells	FALSE		496	Leukocytes		
CD11c_CD66b_CD68_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	1211	Excluded Epithelial cells		
CD11c_CD66b_CD68_TCRd	Macrophages	Macrophages	NA	NA	T	NA	496	Leukocytes		
CD11c_CD66b_CD73_MCT4_MHCII_panCK_PD1_PDL1	Epithelial cells	Epithelial cells	NA	NA	T	NA	2245	Excluded Epithelial cells		
CD11c_CD66b_MHCII_panactin_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	1077	Excluded Epithelial cells		
CD11c_CD66b_MHCII_panCK	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	Epithelial cells	38111	Epithelial cells	"panCK,CAM52"	
CD11c_CD66b_MHCII_panCK	Epithelial cells	Epithelial cells	NA	NA	T					
CD11c_CD66b_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	LowerConf Epithelial cells	12973	Excluded Epithelial cells	"panCK,CAM52"	
CD11c_CD66b_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	15336	Excluded Epithelial cells_Epithelial cells		
CD11c_CD66b_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T					
CD11c_CD66b_TCRd	Epithelial cells	Epithelial cells	NA	NA	T	NA	755	Excluded Myeloid cells		
CD11c_CD66b_TCRd	Unassigned	Unassigned	NA	NA	T	NA	486	Excluded Myeloid cells		
CD11c_CD8a_TCRd	CD8 T cells	CD8	NA	NA	T	?	551	CD8		
CD11c_MHCII_panCK	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	LowerConf Epithelial cells	5708	Excluded Epithelial cells	"panCK,CAM52"	
CD11c_MHCII_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	50442	Epithelial cells		
CD11c_MHCII_panCK	Epithelial cells	Epithelial cells	NA	NA	T					
CD11c_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	LowerConf Epithelial cells	5346	Excluded Epithelial cells	"panCK,CAM52"	
CD11c_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	2225	Excluded Epithelial cells		
CD11c_MHCII_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T					
CD11c_TCRd	Unassigned	Unassigned	NA	NA	T	NA	467	Excluded Myeloid cells		
CD14	Monocytes	Monocytes	Monocytes	Monocytes	TRUE	LowerConf Monocytes	3388	Excluded Monocytes	"Vimentin,CD45,CD11b,CD14"	
CD14	Monocytes	Monocytes	NA	NA	TRUE		124	Excluded Monocytes		
CD14	Monocytes	Monocytes	NA	NA	TRUE		36568	Macrophages_Epithelial cells_Leukocytes_Excluded Monocytes_Monocytes		
CD14_CD16	Monocytes	Monocytes	Monocytes	Monocytes	TRUE	Monocytes	1071	Monocytes	"Vimentin,CD45,CD11b,CD14"	
CD14_CD16	Monocytes	Monocytes	NA	NA	T					
CD14_CD16_CD163_CD206	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages|Macrophages	48836	Excluded Macrophages_Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD14_CD16_CD163_CD206	Macrophages	M2	NA	NA	T					
CD14_CD16_CD163_CD206_CD31_CD38_CD4_CD56_CD68_CD73_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_PDL1_TIM3_VISTA	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	6897	Macrophages	
CD14_CD16_CD163_CD206_CD31_CD38_CD56_CD79a_IDO_LAG3_VISTA	Macrophages	M2	Ambiguous	Ambiguous	F	flowSOM_NF	5136	B cells		
CD14_CD16_CD163_CD206_CD38_CD56_CD66b_KIR2DL3_LAG3_MCT4_MPO_PDL1_TCRd	Macrophages	Cytotoxic lymphocytes	Macrophages	Macrophages	F	NA	66	Excluded Macrophages		
CD14_CD16_CD163_CD206_CD38_CD56_CD73_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_panactin_PDL1_TCRd_TIM3_VISTA	Macrophages	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	check				
CD14_CD16_CD163_CD206_CD38_CD56_CD73_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_panactin_PDL1_TCRd_TIM3_VISTA	Macrophages	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	LowerConf Macrophages	1279		
CD14_CD16_CD163_CD206_CD38_CD56_CD73_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_panactin_PDL1_TCRd_TIM3_VISTA	Macrophages	Cytotoxic lymphocytes	Ambiguous	Ambiguous	FALSE	Macrophages	11903	Macrophages		
CD14_CD16_CD163_CD206_CD4_CD68	Macrophages	Macrophages	Macrophages	M2	F	FastPG_False	Macrophages	11594	Macrophages	
CD14_CD16_CD163_CD206_CD4_CD68_KIR2DL3_PDL1_TCRd_TIM3	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	32753	Macrophages	
CD14_CD16_CD163_CD206_CD4_CD68_panactin	Macrophages	M2	NA	NA	T	NA	54252	Macrophages		
CD14_CD16_CD163_CD206_CD4_CD68_PDL1	Macrophages	M2	NA	NA	T	flowSOM_NF	2036	Macrophages		
CD14_CD16_CD163_CD206_CD4_CD73_panactin_TIM3	Macrophages	M2	NA	NA	T	flowSOM_NF	3493	Macrophages		
CD14_CD16_CD163_CD206_CD4_MHCII	Macrophages	M2	NA	NA	T	flowSOM_NF	8206	Macrophages		
CD14_CD16_CD163_CD206_CD4_MHCII_panactin	Macrophages	M2	NA	NA	T	flowSOM_NF	4782	Macrophages		
CD14_CD16_CD163_CD206_CD45_CD68_CLEC9a_KIR2DL3_PDL1_TCRd_TIM3	Macrophages	M2	NA	NA	T	NA	534	Macrophages		
CD14_CD16_CD163_CD206_CD56_CLEC9a_KIR2DL3_LAG3_panactin_TCRd_TIM3	Macrophages	Cytotoxic lymphocytes	Macrophages	M2	F	Rpheno_NF	14679	Macrophages		
CD14_CD16_CD163_CD206_CD68	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages	10371	Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD14_CD16_CD163_CD206_CD68	Macrophages	M2	NA	NA	T					
CD14_CD16_CD163_CD206_CD68_KIR2DL3_PDL1	Macrophages	M2	NA	NA	T	NA	36783	Macrophages		
CD14_CD16_CD163_CD206_CD68_KIR2DL3_PDL1_TCRd	Macrophages	M2	NA	NA	T	NA	2893	Excluded Macrophages		
CD14_CD16_CD163_CD206_CD68_panactin	Macrophages	M2	NA	NA	T	flowSOM_NF	4041	Macrophages		
CD14_CD16_CD163_CD206_CD68_PDL1	Macrophages	M2	NA	NA	T	NA	36783	Macrophages		
CD14_CD16_CD163_CD206_CD68_PDL1_TCRd	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages	4646	Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD14_CD16_CD163_CD206_CD68_PDL1_TCRd	Macrophages	M2	NA	NA	T					
CD14_CD16_CD163_CD206_CD68_TCRd	Macrophages	M2	NA	NA	T	NA	9918	Excluded Macrophages		
CD14_CD16_CD163_CD206_IDO_panactin_TIM3	Macrophages	M2	Ambiguous	Ambiguous	F	flowSOM_NF	2309	Epithelial cells		
CD14_CD16_CD163_CD206_KIR2DL3_panactin_TIM3	Macrophages	M2	NA	NA	T	NA	54252	Macrophages		
CD14_CD16_CD163_CD206_MCT4_PDL1	Macrophages	M2	NA	NA	T	NA	2750	Macrophages		
CD14_CD16_CD163_CD206_panactin	Macrophages	M2	NA	NA	T	NA	13142	Excluded Macrophages		
CD14_CD16_CD163_CD38_CD56_CD66b_IDO_KIR2DL3_LAG3_MCT4_MPO_PDL1_TCRd	Macrophages	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	41	Excluded Macrophages		
CD14_CD16_CD163_CD38_CD66b_KIR2DL3_MPO_PDL1_TCRd	Macrophages	Neutrophils	Ambiguous	Ambiguous	F	NA	66	Excluded Macrophages		
CD14_CD16_CD20_CD31_CD38_CD56_CD79a_CLEC9a_KIR2DL3_LAG3_TIM3_VISTA	B cells	Lymphocytes	B cells	Plasma cells	F	NA	21398	B cells		
CD14_CD16_CD38_CD66b_KIR2DL3_MCT4_MPO_PDL1_TCRd	Monocytes	Neutrophils	Ambiguous	Ambiguous	F	NA	64	Excluded Monocytes		
CD14_CD16_CD4_CD68	Macrophages	Macrophages	NA	NA	T	FastPG_False	Monocytes	725	Monocytes	
CD14_CD163_CD20_CD206_CD3_CD31_CD4_CD68_CD8a	Ambiguous	Macrophages	Ambiguous	Ambiguous	F	2	1	2	"Vimentin,CD45,CD11b,CD14,CD68"	
CD14_CD163_CD20_CD206_CD68_CD8a	Epithelial cells Region	Macrophages	Ambiguous	Ambiguous	F	40	828	40	"Vimentin,CD45,CD11b,CD14,CD68"	
CD14_CD163_CD206_CD3_CD31_CD4_CD68_CD8a_panCK	Ambiguous	Macrophages	Ambiguous	Ambiguous	F	8	1	8	"Vimentin,CD45,CD11b,CD14,CD68"	
CD14_CD163_CD206_CD4_CD68	Epithelial cells Region	Macrophages	Macrophages	M2	F	19	15805	19	"Vimentin,CD45,CD11b,CD14,CD68"	
CD14_CD163_CD206_CD56	Macrophages	M2	NA	NA	T	NA	3954	Macrophages		
CD14_CD163_CD206_CD68	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages|Macrophages	19314	Excluded Macrophages_Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD14_CD163_CD206_CD68	Macrophages	M2	NA	NA	T					
CD14_CD163_CD3_CD45_CD79a_CD8a	Epithelial cells Region	CD8 T cells	Ambiguous	Ambiguous	F	28	26	28	"Vimentin,CD45,CD3,CD8a"	
CD14_CD206_CD4_CD68_IDO_PDL1	Ambiguous	CD206+ Macrophages	Macrophages	CD206+ Macrophages	F	check				
CD14_CD206_CD4_CD68_IDO_PDL1	Ambiguous	CD206+ Macrophages	Macrophages	CD206+ Macrophages	F	NA	Macrophages	474		
CD14_CD206_CD4_CD68_IDO_PDL1	Epithelial cells Region	CD206+ Macrophages	Macrophages	CD206+ Macrophages	F	NA	189			
CD14_CD206_CD4_CD68_IDO_PDL1	Epithelial cells Region	CD206+ Macrophages	Macrophages	CD206+ Macrophages	FALSE	LowerConf Macrophages	189	Excluded Macrophages		
CD14_CD206_CD4_CD68_IDO_PDL1	Macrophages	CD206+ Macrophages	NA	NA	T	NA	1698	Excluded Macrophages		
CD14_CD31_CD38_CD56_CD79a_CLEC9a_KIR2DL3_LAG3_TIM3_VISTA	B cells	Endothelial cells	B cells	B cells	F	?	21398	B cells		
CD14_CD31_CD73	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	F	NA	1800	Endothelial cells		
CD14_CD38_CD66b_KIR2DL3_panCK_TCRd	Monocytes	Tgd	Monocytes	Monocytes	F	FastPG_False	Monocytes	244	Monocytes	
CD14_CD38_MCT4_panCK	Epithelial cells	Epithelial cells	NA	NA	T	flowSOM_NF	1464	Epithelial cells		
CD14_CD4_CD68	Macrophages	Macrophages	Macrophages	Macrophages	TRUE	Monocytes	508	Monocytes	"Vimentin,CD45,CD11b,CD14,CD68"	
CD14_CD4_CD68	Macrophages	Macrophages	NA	NA	T					
CD14_CD66b_KIR2DL3_MCT4_PDL1_TCRd	Monocytes	Tgd	T cells	Tgd	F	flowSOM_NF	11	Excluded Monocytes		
CD14_CD68	Macrophages	Macrophages	NA	NA	T	NA	665	Monocytes		
CD14_CD73_CAIX_CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		1800	Endothelial cells		
CD14_CD73_MCT4_MHCII_panCK_PD1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	170	Excluded Epithelial cells		
CD14_IDO_panCK_CD11c_MCT4	Epithelial cells	Epithelial cells	NA	NA	TRUE		2276	Excluded Epithelial cells		
CD14_KIR2DL3_PDL1_TCRd	Monocytes	Tgd	T cells	Tgd	F	flowSOM_NF	22	Excluded Monocytes		
CD14_MPO	Monocytes	Monocytes	NA	NA	T	NA	3731	Leukocytes		
CD14_TCRd	Monocytes	Monocytes	NA	NA	T	NA	83	Excluded Monocytes		
CD16	Epithelial cells Region	Epithelial cells Region	Epithelial cells	Epithelial cells	NA	Epithelial cells	4968	Epithelial cells	"panCK,CAM52"	
CD16	Macrophages	Macrophages	Macrophages	Macrophages	FALSE		44231	Macrophages		
CD16	B cells	B cells	NA	NA	TRUE		2224	B cells		
CD16	Endothelial cells	Endothelial cells	NA	NA	TRUE		9629	Endothelial cells		
CD16	Leukocytes	Leukocytes	NA	NA	TRUE		47764	Leukocytes		
CD16	Leukocytes	Leukocytes	NA	NA	TRUE		47764	Leukocytes		
CD16	Unassigned	Unassigned	NA	NA	T	Do not assign to major	Epithelial cells	34377	Epithelial cells	
CD16	Unassigned	Unassigned	NA	NA	T	FastPG_False	Epithelial cells	90632	Epithelial cells	
CD16	Epithelial cells	Epithelial cells	Unassigned	Unassigned	F		6550	Epithelial cells		
CD16	Epithelial cells	Epithelial cells	Unassigned	Unassigned	FALSE	Epithelial cells	29409	Epithelial cells		
CD16_CAIX_MCT4	Macrophages	Macrophages	NA	NA	TRUE		1708	Macrophages		
CD16_CD11b	Myeloid cells	Myeloid cells	NA	NA	TRUE		1565	Excluded Myeloid cells_Myeloid cells		
CD16_CD163_CD20_CD206_CD66b_CD68_KIR2DL3_PD1_PDL1_TCRd	Ambiguous	M2	Ambiguous	Ambiguous	F					
CD16_CD163_CD206	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages|Macrophages	28672	Excluded Macrophages_Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD16_CD163_CD206	Macrophages	M2	NA	NA	T	NA	44231	Macrophages		
CD16_CD163_CD206	Macrophages	M2	NA	NA	T					
CD16_CD163_CD206_CD3_CD4	CD4 T cells	M2	CD4 T cells	CD4 T cells	F	Check				
CD16_CD163_CD206_CD3_CD4	CD4 T cells	M2	CD4 T cells	CD4 T cells	FALSE	Macrophages	12083	Macrophages	"Vimentin,CD45,CD3,CD4"	
CD16_CD163_CD206_CD3_CD4	CD4 T cells	M2	Macrophages	M2	F	NA	CD8 T cells	5156		
CD16_CD163_CD206_CD3_CD4_CD45_PD1	CD4 T cells	M2	Macrophages	M2	F	flowSOM_NF	885	Macrophages		
CD16_CD163_CD206_CD31	Macrophages	Endothelial cells	Macrophages	M2	F	NA	8282	Macrophages		
CD16_CD163_CD206_CD31_CD38_CD56_CD68_CD79a_CLEC9a_KIR2DL3_LAG3_VISTA	Macrophages	M2	Ambiguous	Ambiguous	F	FastPG_False	B cells	9193	B cells	
CD16_CD163_CD206_CD31_CD38_CD79a_LAG3_VISTA	Macrophages	Endothelial cells	Ambiguous	Ambiguous	F	Rpheno_NF	3693	Macrophages		
CD16_CD163_CD206_CD31_CD68_CD79a_VISTA	Macrophages	M2	NA	NA	T	NA	8282	Macrophages		
CD16_CD163_CD206_CD38	Macrophages	M2	NA	NA	T	NA	14462	Macrophages		
CD16_CD163_CD206_CD4_CD66b_CD68_KIR2DL3_MHCII_PDL1_TIM3	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	8698	Macrophages	
CD16_CD163_CD206_CD4_CD68_KIR2DL3_MHCII_PDL1_TCRd	Macrophages	M2	NA	NA	T	NA	1956	Excluded Macrophages		
CD16_CD163_CD206_CD66b_CD68_KIR2DL3_PD1_PDL1_TCRd	Macrophages	M2	NA	NA	T	NA	3404	Excluded Macrophages		
CD16_CD163_CD206_CD66b_CD68_KIR2DL3_TCRd	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	11150	Macrophages	
CD16_CD163_CD206_CD66b_CD68_TCRd	Macrophages	M2	NA	NA	T	NA	959	Excluded Macrophages		
CD16_CD163_CD206_CD68	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages|Macrophages	77526	Excluded Macrophages_Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD16_CD163_CD206_CD68	Macrophages	M2	NA	NA	T	NA	189157	Macrophages_Excluded Macrophages		
CD16_CD163_CD206_CD68	Macrophages	M2	NA	NA	T					
CD16_CD163_CD206_CD68_GZMB	Macrophages	M2	NA	NA	T	FastPG_False	Macrophages	2385	Macrophages	
CD16_CD163_CD206_CD68_KIR2DL3_PDL1	Macrophages	M2	NA	NA	T	NA	2811	Excluded Macrophages		
CD16_CD163_CD206_CD68_MHCII	Macrophages	Macrophages	Macrophages	Macrophages	NA	Macrophages	8289	Macrophages	"Vimentin,CD45,CD11b,CD14,CD68"	
CD16_CD163_CD206_CD68_MHCII	Macrophages	M2	NA	NA	T	NA	2383	Excluded Macrophages		
CD16_CD163_CD206_CD68_MHCII	Macrophages	M2	NA	NA	T					
CD16_CD163_CD206_CD68_PDL1_TCRd	Macrophages	M2	NA	NA	T	NA	2681	Excluded Macrophages		
CD16_CD163_CD206_CD68_TCRd	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages	9721	Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD16_CD163_CD206_CD68_TCRd	Macrophages	M2	NA	NA	T	NA	5349	Excluded Macrophages		
CD16_CD163_CD206_CD68_TCRd	Macrophages	M2	NA	NA	T					
CD16_CD163_CD206_MHCII	Macrophages	M2	NA	NA	T	flowSOM_NF	7077	Macrophages		
CD16_CD163_CD3_CD4	CD4 T cells	CD4 T cells	NA	NA	T	NA	1500	CD4 T cells		
CD16_CD163_CD38_CD4_CD56_CD66b_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_MCT4_MPO_PDL1_TCRd	Ambiguous	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	107	Excluded CD4		
CD16_CD163_CD38_CD4_CD56_CD66b_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_MCT4_MPO_PDL1_TCRd	Epithelial cells	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	52	Excluded CD4		
CD16_CD20_CD38_CD79a	B cells	B cells	B cells	B cells	TRUE	B cells	1080	B cells	"Vimentin,CD45,CD20,CD79a"	
CD16_CD20_CD38_CD79a	B cells	B cells	NA	NA	T					
CD16_CD20_CD79a	B cells	B cells	NA	NA	T	NA	2224	B cells		
CD16_CD20_CD79a_MHCII_TCRd	B cells	B cells	NA	NA	T	FastPG_False	B cells	575	B cells	
CD16_CD206_CD3	T cells	CD206+ Macrophages	NA	NA	T	FastPG_False	T cells	174	T cells	
CD16_CD206_CD31_CD38_CD56_CD79a_CLEC9a_LAG3_VISTA	B cells	Endothelial cells	B cells	Plasma cells	F	NA	10950	B cells		
CD16_CD206_CD31_CD38_CD79a_IDO_LAG3_VISTA	B cells	Endothelial cells	B cells	Plasma cells	F	FastPG_False	B cells	18592	B cells	
CD16_CD3_CD4	CD4 T cells	CD4 T cells	CD4 T cells	CD4 T cells	TRUE	CD4 T cells	3872	CD4 T cells	"Vimentin,CD45,CD3,CD4"	
CD16_CD3_CD4	CD4 T cells	CD4	NA	NA	T	NA	5131	CD4		
CD16_CD3_CD4	CD4 T cells	CD4 T cells	NA	NA	T					
CD16_CD3_CD4_CD45	CD4 T cells	CD4 T cells	CD4 T cells	CD4 T cells	TRUE	CD4 T cells	5945	CD4 T cells	"Vimentin,CD45,CD3,CD4"	
CD16_CD3_CD4_CD45	CD4 T cells	CD4 T cells	NA	NA	T					
CD16_CD3_TCRd	T cells	Cytotoxic lymphocytes	T cells	Tgd	T	flowSOM_NF	18	T cells		
CD16_CD31	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	LowerConf Endothelial cells|Endothelial cells	6897	Excluded Endothelial cells_Endothelial cells	"Vimentin,CD31"	
CD16_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	9629	Endothelial cells		
CD16_CD31	Endothelial cells	Endothelial cells	NA	NA	T					
CD16_CD66b_MHCII_panCK_PD1_TCRd	Epithelial cells	Epithelial cells	NA	NA	T	NA	770	Excluded Epithelial cells		
CD16_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	6550	Epithelial cells		
CD16_TCRd	Unassigned	Cytotoxic lymphocytes	Unassigned	Unassigned	F	FastPG_False	Epithelial cells	1947	Epithelial cells	
CD163	Macrophages	Macrophages	NA	NA	T	1	4645	1	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD14_CD16_MCT4	Macrophages	CD163+ Macrophages	NA	NA	T	NA	2750	Macrophages		
CD163_CD16	Macrophages	Macrophages	Macrophages	CD163+ Macrophages	FALSE		55899	Macrophages		
CD163_CD20_CD206_CD3_CD38_CD4_CD66b_CD79a_CD8a_IDO_PD1_PDL1_VISTA	B cells	Lymphocytes	Ambiguous	Ambiguous	F	flowSOM_NF	2	CD4 T cells		
CD163_CD20_CD206_CD3_CD4_CD45_CD73_CD79a_CD8a_CLEC9a_KIR2DL3_LAG3_panactin_TIM3_VISTA	B cells	Lymphocytes	Ambiguous	Ambiguous	F	NA	1913	Macrophages		
CD163_CD20_CD206_CD4_CD68	Epithelial cells Region	Macrophages	Ambiguous	Ambiguous	F	38	1579	38	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD20_CD206_CD68	Ambiguous	Macrophages	Ambiguous	Ambiguous	F	41	8272	41	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD20_CD206_CD68	Epithelial cells Region	Macrophages	Epithelial cells	Epithelial cells	F	41	2614	41	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD20_CD206_CD68	Epithelial cells Region	Macrophages	Epithelial cells	Macrophages	NA	Rpheno_NF	2614	41		
CD163_CD20_CD206_CD68	Ambiguous	Macrophages	Ambiguous	Ambiguous	T	Rpheno_NF	8272	41		
CD163_CD20_CD206_CD68_CD8a	Ambiguous	Macrophages	Ambiguous	Ambiguous	F	44	5551	44	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD20_CD206_CD68_CD8a	Epithelial cells Region	Macrophages	Epithelial cells	Epithelial cells	F	44	1734	44	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD20_CD206_CD68_CD8a	Ambiguous	Macrophages	Ambiguous	Ambiguous	F	Rpheno_NF	5551	44		
CD163_CD206	Macrophages	M2	Macrophages	M2	TRUE	Macrophages|LowerConf Macrophages	67768	Macrophages_Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD163_CD206	Macrophages	M2	NA	NA	T	NA	83247	Macrophages		
CD163_CD206	Macrophages	M2	NA	NA	T					
CD163_CD206_CD3	Macrophages	M2	NA	NA	T	NA	16724	Macrophages		
CD163_CD206_CD3_CD38_CD66b_CD79a_CD8a_GZMB_IDO_KIR2DL3_VISTA	CD8 T cells	M2	Ambiguous	Ambiguous	F	NA	42	Macrophages		
CD163_CD206_CD3_CD4	CD4 T cells	M2	CD4 T cells	CD4 T cells	F					
CD163_CD206_CD3_CD4	CD4 T cells	M2	CD4 T cells	CD4 T cells	FALSE	CD4 T cells	7004	CD4 T cells	"Vimentin,CD45,CD3,CD4"	
CD163_CD206_CD3_CD68_CD8a	Macrophages	M2	CD8 T cells	CD8 Trm	F					
CD163_CD206_CD3_CD68_CD8a	Macrophages	M2	CD8 T cells	CD8 Trm	FALSE	CD8 T cells	2415	CD8 T cells	"Vimentin,CD45,CD3,CD8a,CD103"	
CD163_CD206_CD3_CD8a	CD8 T cells	M2	Ambiguous	Ambiguous	F	Rpheno_NF	4384	CD8 T cells		
CD163_CD206_CD31	Macrophages	Endothelial cells	Ambiguous	Ambiguous	F	NA	Monocytes	808		
CD163_CD206_CD31	Macrophages	Endothelial cells	Ambiguous	Ambiguous	FALSE	Macrophages	2670	Macrophages		
CD163_CD206_CD31_CD68	Macrophages	M2	NA	NA	T					
CD163_CD206_CD38	Macrophages	M2	Macrophages	M2	TRUE	Macrophages	9822	Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD163_CD206_CD38	Macrophages	M2	NA	NA	T	NA	14462	Macrophages		
CD163_CD206_CD38_CD56_CD66b_CD79a_CD8a_GZMB_IDO_KIR2DL3_LAG3_VISTA	Macrophages	Lymphocytes	Ambiguous	Ambiguous	F	NA	42	Macrophages		
CD163_CD206_CD38_CD56_CD66b_CD79a_CD8a_GZMB_IDO_KIR2DL3_VISTA	Macrophages	Lymphocytes	Ambiguous	Ambiguous	F	NA	42	Macrophages		
CD163_CD206_CD38_CD68	Macrophages	M2	Macrophages	M2	TRUE	LowerConf Macrophages	3130	Excluded Macrophages	"Vimentin,CD45,CD11b,CD14,CD68,CD163,CD206"	
CD163_CD206_CD38_CD68	Macrophages	M2	NA	NA	T					
CD163_CD206_CD4	Epithelial cells Region	Macrophages	Epithelial cells	Epithelial cells	F	18	14585	18	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD206_CD4	Epithelial cells Region	Macrophages	Macrophages	M2	F	6	5326	6	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD206_CD4	Macrophages	M2	NA	NA	T	NA	16724	Macrophages		
CD163_CD206_CD4	Ambiguous	Macrophages	Macrophages	M2	F	Rpheno_NF	245075	18		
CD163_CD206_CD4_CD68	Epithelial cells Region	Macrophages	Epithelial cells	Epithelial cells	F	29	5701	29	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD206_CD4_CD68	Epithelial cells Region	Macrophages	Macrophages	M2	F	32|37	8442	32_37	"Vimentin,CD45,CD11b,CD14,CD68"	
CD163_CD206_CD4_CD68	Ambiguous	Macrophages	Macrophages	M2	F	Rpheno_NF	48855	29		
CD163_CD206_CD4_CD68_CD8a_IDO	Macrophages	M2	NA	NA	T	NA	1672	Macrophages		
CD163_CD206_CD45_CLEC9a_KIR2DL3_TCRd	Macrophages	Tgd	Unassigned	Unassigned	F	check most likely	CD4 T cells	1406		
