positivity	majorType	cellType	newMajor	newCellType	Review	Comment	count	clusters
CD31_CXCL12_LAG3_panCK_PDL1	Ambiguous	Ambiguous	NA	NA	T	NA	34	Excluded Endothelial cells
alphaSMA_panCK	Ambiguous	Ambiguous	NA	NA	T	NA	8874	Excluded Epithelial cells
B2M_CD3_CD4_CD57_TIM3_Vimentin	CD4	CD39+CD57+ CD4 T cells	CD4	CD57+ CD4 T cells	F	NA	26218	CD4
CD3_CD4_CD57	CD4	CD39+CD57+ CD4 T cells	CD4 T cells	CD57+ CD4 T cells	F	NA	831	CD4
CD3_CD57_CD8a	CD8	CD39+CD57+ CD8 T cells	CD8	CD57+ CD8 T cells	F	NA	68	Excluded CD8
alphaSMA_CD103_CD3_CD39_CD8a	CD8	CD39+PD1+ CD8 Trm	CD8	CD8 Trm	F	NA	6888	CD8
casp3_CD103_CD25_CD3_CD39_CD8a_CTLA4_CXCR4_FAP1_GITR_ICOS_PD1_PDL1	CD8	CD39+PD1+ CD8 Trm	NA	NA	T	NA	69	Excluded CD8
casp3_CD103_CD3_CD39_CD4_CD8a_CXCR4_GITR	Ambiguous	CD39+PD1+ CD8 Trm	T cells	T cells DP	F	NA	13	Excluded CD4
casp3_CD103_CD3_CD39_CD4_CD8a_CXCR4_GITR	Epithelial cells	CD39+PD1+ CD8 Trm	T cells	T cells DP	NA	NA	1	Excluded CD4
casp3_CD103_CD3_CD39_CD4_CD8a_CXCR4_GITR	Epithelial cells	CD39+PD1+ CD8 Trm	T cells	T cells DP	F	NA	1	Excluded CD4
B2M_CCR7	CD4	CD4	CD4	CD4 Tcm	F	NA	2737	CD4
B2M_CD3_CD4	CD4	CD4	NA	NA	T	NA	18750	CD4
B2M_CD3_CD4_TIM3_Vimentin	CD4	CD4	NA	NA	T	NA	26218	CD4
CD3_CD4_Ki67	CD4	CD4	NA	NA	T	NA	15300	CD4_Excluded CD4
CD3_CD4_pSTAT1	CD4	CD4	NA	NA	T	NA	125	Excluded CD4
CD3_CD4	CD4	CD4	NA	NA	TRUE		129505	CD4_Excluded CD4
B2M_CCR7_CD45RA	CD4	CD4	CD4	Naive CD4 T cells	F	NA	7217	CD4
CD27_CD3_CD4	CD4	CD4 Tem	NA	NA	T	?	668	Excluded CD4
CD4	CD4	CD4+ Myeloid cells	CD4+ Myeloid cells	CD4+ Myeloid cells	F	NA	14536	Mesenchymal cells_Excluded CD4_CD4
CD103_CD3_CD8a_Ki67_PD1	CD8	CD8	CD8	CD8 Trm	F	NA	478	Excluded CD8
CD103_CD3_CD8a_panCK_pSTAT1	CD8	CD8	CD8	CD8 Trm	F	NA	1556	Excluded CD8
CD103_CD3_CD8a_PD1	CD8	CD8	CD8 T cells	CD8 Trm	F	NA	9773	CD8
CD103_CD3_CD8a_panCK_PD1_pSTAT1	CD8	CD8	CD8 T cells	CD8 Trm	T	NA	1556	Excluded CD8
CD3_CD8a	CD8	CD8	NA	NA	TRUE		51766	CD8_Excluded CD8
CD8a	CD8	CD8	NA	NA	TRUE		3013	Excluded CD8
B2M_CD103_CD3_CD57_CD8a_Vimentin	CD8	CD8 Exhausted TDT	CD8 T cells	CD57+ CD8 Trm	F	NA	9215	CD8
CD103_CD3_CD57_CD8a_CTLA4_FAP1_GATA3_ICOS_PD1_PDL1	CD8	CD8 Exhausted TDT	CD8 T cells	CD57+ CD8 Trm	F	NA	579	CD8
alphaSMA_B2M_CD103_CD3_CD39_CD57_CD8a_Vimentin	CD8	CD8 Exhausted TDT	NA	NA	T	NA	10037	CD8
B2M_casp3_CD103_CD25_CD3_CD39_CD57_CD8a_CXCR4_FAP1_LAG3_PDL1_TIM3	CD8	CD8 Exhausted TDT	NA	NA	T	NA	511	CD8
casp3_CD103_CD25_CD3_CD39_CD57_CD8a_CXCR4_FAP1_LAG3_PDL1_TIM3	CD8	CD8 Exhausted TDT	NA	NA	T	NA	511	CD8
B2M_casp3_CCR7_CD103_CD27_CD3_CD39_CD57_CD8a_ICOS_PDL1_TCF1_TIM3_Vimentin	CD8	CD8 Tcm	CD8	CD8 Exhausted TDT	F	NA	17047	CD8
B2M_casp3_CCR7_CD103_CD27_CD3_CD39_CD57_CD8a_FAP1_ICOS_PDL1_TCF1_TIM3_Vimentin	CD8	CD8 Tcm	CD8	CD8 Exhausted TDT	F	NA	17047	CD8
CCR7_CD103_CD3_CD8a_GZMB_Ki67_panCK_PD1_pSTAT1	CD8	CD8 Tcm	CD8	Cytotoxic CD8 T cells	F	NA	8410	CD8
CCR7_CD103_CD3_CD8a_GZMB_panCK_PD1_pSTAT1	CD8	CD8 Tcm	CD8 T cells	Cytotoxic CD8 Trm	F	NA	8410	CD8
CCR7_CD103_CD3_CD8a_GZMB_Ki67_panCK_PD1_pSTAT1	CD8	CD8 Tcm	CD8	GZMB+ CD8 T cells	F	NA	8410	CD8
CCR7_CD103_CD3_CD8a_GZMB_panCK_PD1_pSTAT1	CD8	CD8 Tcm	CD8 T cells	GZMB+ CD8 Trm	F	NA	8410	CD8
B2M_CCR7_CD45RA_CD8a	CD8	CD8 Tcm	CD8	Naive CD8 T cells	F	NA	2400	CD8
casp3_CD103_CD3_CD8a_CXCR4_ICOS	CD8	CD8 Trm	NA	NA	T	NA	69	Excluded CD8
CD103_CD3_CD8a	CD8	CD8 Trm	NA	NA	T	NA	83345	CD8
CD103_CD3_CD8a_Ki67	CD8	CD8 Trm	NA	NA	T	NA	804	Excluded CD8
CD103_CD3_CD8a_pSTAT1	CD8	CD8 Trm	NA	NA	T	NA	1556	Excluded CD8
B2M_CD103_CD3_CD8a_Vimentin	CD8	CD8 Trm	NA	NA	T	NA	9215	CD8
CD103_CD3_CD8a_CXCR4_ICOS	CD8	CD8 Trm	NA	NA	T	NA	69	Excluded CD8
B2M_CD3_CD4_GATA3_GZMB	CD4	Cytotoxic CD4 T cells	NA	NA	T	NA	7181	CD4
CD103_CD27_CD3_CD8a_GZMB_Ki67_PD1	CD8	Cytotoxic CD8 T cells	NA	NA	T	NA	14020	CD8
CD103_CD3_CD8a_GZMB	CD8	Cytotoxic CD8 T cells	NA	NA	T	NA	937	Excluded CD8
CD103_CD3_CD8a_GZMB_Ki67	CD8	Cytotoxic CD8 T cells	NA	NA	T	NA	7747	CD8_Excluded CD8
CD3_CD57_CD8a_GZMB	CD8	Cytotoxic CD8 T cells	NA	NA	T	NA	68	Excluded CD8
B2M_casp3_CCR7_CD103_CD57_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GITR_ICOS_panCK_PD1_PDL1_pSTAT1_TIM3_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	4061	Epithelial cells
B2M_casp3_CCR7_CD103_CD57_CXCL12_CXCR4_CXCR6_FAP1_GITR_panCK_PD1_PDL1_pSTAT1_TIM3_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	12347	Epithelial cells
B2M_casp3_CCR7_CD103_CXCL12_CXCR4_CXCR6_FAP1_panCK_PD1_pSTAT1_TIM3_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	12347	Epithelial cells
CXCL12_panCK_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	35489	Excluded Epithelial cells
CXCL12_CXCR6_panCK_PD1_pSTAT1_TIM3_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	35489	Excluded Epithelial cells
CXCL12_CXCR6_Ki67_panCK_pSTAT1_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	24272	Excluded Epithelial cells
CTLA4_GATA3_GZMB_panCK_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	22359	Excluded Epithelial cells
CXCL12_ICOS_panCK_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	3341	Excluded Epithelial cells
panCK_TIM3_Vimentin	Epithelial cells	EMT	Epithelial cells	Epithelial cells	F	NA	1706	Excluded Epithelial cells
alphaSMA_CD31	Ambiguous	Endothelial cells	Ambiguous	Ambiguous	F	NA	699	Excluded Endothelial cells_Excluded Myofibroblasts
B2M_casp3_CD103_CD25_CD31_CTLA4_FAP1_panCK	Ambiguous	Endothelial cells	Ambiguous	Ambiguous	F	NA	1	Excluded Epithelial cells
alphaSMA_CD27_CD31_CD39_FOXP3_LAG3	Ambiguous	Endothelial cells	Ambiguous	Ambiguous	F	NA	170	Excluded Smooth muscle cells
B2M_casp3_CD103_CD25_CD31_CTLA4_FAP1_panCK	Epithelial cells	Endothelial cells	Ambiguous	Ambiguous	F	NA	127	Excluded Epithelial cells
alphaSMA_CD31	Epithelial cells	Endothelial cells	Ambiguous	Ambiguous	F	NA	110	Excluded Myofibroblasts_Excluded Endothelial cells
CD3_CD31_CD4_TCF1	CD4	Endothelial cells	CD4 T cells	CD4 T cells	F	NA	973	CD4
CD103_CD3_CD31_CD57_CD8a_GZMB	CD8	Endothelial cells	CD8 T cells	CD57+ CD8 Trm	F	NA	2751	CD8
alphaSMA_B2M_casp3_CCR7_CD103_CD25_CD31_CD39_CD57_CD8a_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_GZMB_ICOS_Ki67_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	3158	Myofibroblasts
alphaSMA_casp3_CCR7_CD25_CD31_CD39_CD57_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_ICOS_LAG3_PDL1_TIM3	Myofibroblasts	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	5478	Myofibroblasts
alphaSMA_CD31_CD39	Myofibroblasts	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	8870	Myofibroblasts
alphaSMA_CD31	Smooth muscle cells	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	1508	Smooth muscle cells
alphaSMA_B2M_casp3_CCR7_CD25_CD31_CD39_CD57_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_ICOS_Ki67_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	2837	Myofibroblasts
alphaSMA_CCR7_CD31_CD39_CD57_CTLA4_CXCR4_FAP1_GITR_ICOS_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	8872	Myofibroblasts
alphaSMA_CD31_CD39_CD57_CTLA4_FAP1_ICOS_PDL1_Vimentin	Endothelial cells	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	6156	Myofibroblasts
alphaSMA_casp3_CCR7_CD31_CD39_CD57_CTLA4_CXCL12_CXCR4_FAP1_FOXP3_GATA3_ICOS_LAG3_PDL1	Myofibroblasts	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	289	Myofibroblasts
alphaSMA_CD31_CD39_CD57_CTLA4_ICOS_PDL1_Vimentin	Endothelial cells	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	6156	Myofibroblasts
alphaSMA_B2M_casp3_CCR7_CD25_CD31_CD39_CD57_CD8a_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_ICOS_Ki67_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	2837	Myofibroblasts
alphaSMA_casp3_CCR7_CD31_CD39_CD57_CTLA4_CXCL12_CXCR4_FAP1_FOXP3_GATA3_LAG3_PDL1	Myofibroblasts	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	289	Myofibroblasts
alphaSMA_CD27_CD31_CD39	Ambiguous	Endothelial cells	Myofibroblasts	Myofibroblasts	F	NA	170	Excluded Smooth muscle cells
alphaSMA_B2M_CD31_CD39_CD57_LAG3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	5410	Endothelial cells
alphaSMA_CD31_CD39	Endothelial cells	Endothelial cells	NA	NA	T	NA	18752	Endothelial cells
B2M_casp3_CCR7_CD103_CD25_CD31_CD39_CD57_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_ICOS_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	4841	Endothelial cells
B2M_casp3_CD103_CD25_CD31_CD39_CD57_CD8a_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_GZMB_ICOS_LAG3_panCK_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	646	Endothelial cells
B2M_casp3_CD103_CD31_CD39_CD57_CTLA4_CXCL12_CXCR4_FAP1_ICOS_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	7487	Endothelial cells
B2M_casp3_CD27_CD31_CD39_CD45RA	Endothelial cells	Endothelial cells	NA	NA	T	NA	13040	Endothelial cells
B2M_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	256	Excluded Endothelial cells
B2M_CD31_CD39_CD45RA_GZMB_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	3701	Endothelial cells
B2M_CD31_CD39_CD57_CTLA4_FAP1_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	13981	Endothelial cells
B2M_CD31_CD39_CD57_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	23938	Endothelial cells
B2M_CD31_CD39_GATA3_GZMB_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	6999	Endothelial cells
B2M_CD31_CD39_TIM3	Endothelial cells	Endothelial cells	NA	NA	T	NA	210	Endothelial cells
casp3_CD103_CD25_CD31_CD39_CD57_CD8a_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_ICOS_Ki67_LAG3_panCK_PD1_PDL1_TCF1_TIM3	Endothelial cells	Endothelial cells	NA	NA	T	NA	146	Endothelial cells
casp3_CD31_CD39_CXCR4_TIM3	Endothelial cells	Endothelial cells	NA	NA	T	NA	204	Endothelial cells
CD27_CD31_CD39	Endothelial cells	Endothelial cells	NA	NA	T	NA	29593	Mesenchymal cells
CD31_CD45RA	Endothelial cells	Endothelial cells	NA	NA	T	NA	720	Excluded Endothelial cells
alphaSMA_B2M_CCR7_CD31_CD39_CD57_CTLA4_CXCR4_FAP1_ICOS_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	9039	Endothelial cells
CD27_CD31	Endothelial cells	Endothelial cells	NA	NA	T	NA	4292	Excluded Mesenchymal cells_Excluded Smooth muscle cells
CD27_CD31_CD39_CD45RA	Endothelial cells	Endothelial cells	NA	NA	T	NA	34203	Endothelial cells_Excluded Endothelial cells
CD27_CD31_CD45RA	Endothelial cells	Endothelial cells	NA	NA	T	NA	718	Excluded Endothelial cells
CD27_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	618	Excluded Endothelial cells
CD31_CD39_LAG3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	9547	Endothelial cells
CD31_CD4	Endothelial cells	Endothelial cells	NA	NA	T	NA	2798	Endothelial cells_Excluded Endothelial cells
CD31_CXCL12_LAG3_panCK_PDL1	Endothelial cells	Endothelial cells	NA	NA	T	NA	3229	Endothelial cells
CD31_GATA3_GZMB	Endothelial cells	Endothelial cells	NA	NA	T	NA	9125	Endothelial cells
CD31_ICOS	Endothelial cells	Endothelial cells	NA	NA	T	NA	906	Endothelial cells_Excluded Endothelial cells
CD31_LAG3_PDL1	Endothelial cells	Endothelial cells	NA	NA	T	NA	353	Excluded Endothelial cells
CD31_pSTAT1	Endothelial cells	Endothelial cells	NA	NA	T	NA	342	Excluded Endothelial cells
CD31_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	23674	Endothelial cells
CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		95293	Endothelial cells_Excluded Endothelial cells
CD31_CD39	Endothelial cells	Endothelial cells	NA	NA	TRUE		36795	Endothelial cells
CD31_CD39_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		17041	Endothelial cells
CD31_GZMB	Endothelial cells	Endothelial cells	NA	NA	TRUE		321	Excluded Endothelial cells
CD31_Ki67	Endothelial cells	Endothelial cells	NA	NA	TRUE		5821	Endothelial cells_Excluded Endothelial cells
CD27_CD31_CD39_CD45RA_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	647	Excluded Endothelial cells
B2M_CD27_CD31_CD39_CD45RA	Endothelial cells	Endothelial cells	NA	NA	T	NA	13040	Endothelial cells
B2M_casp3_CD103_CD25_CD31_CD39_CD57_CD8a_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_ICOS_LAG3_panCK_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	646	Endothelial cells
casp3_CD31_CXCR4	Endothelial cells	Endothelial cells	NA	NA	T	NA	204	Endothelial cells
CD27_CD31_CD39_FOXP3_GITR_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	618	Excluded Endothelial cells
B2M_CD31_CD39	Endothelial cells	Endothelial cells	NA	NA	T	NA	256	Excluded Endothelial cells
B2M_casp3_CD27_CD31_CD39_CD45RA_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	13040	Endothelial cells
alphaSMA_B2M_CCR7_CD31_CD39_CD57_CTLA4_CXCL12_CXCR4_FAP1_ICOS_LAG3_PDL1_TIM3_Vimentin	Endothelial cells	Endothelial cells	NA	NA	T	NA	9039	Endothelial cells
CD31_CD39_ICOS	Endothelial cells	Endothelial cells	NA	NA	T	NA	886	Endothelial cells
CD27_CD3_CD31_CD45RA_CD8a	CD8	Endothelial cells	CD8 T cells	Naive CD8 T cells	F	NA	1107	Excluded CD8
B2M_casp3_CCR7_CD103_CD25_CTLA4_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GZMB_ICOS_Ki67_panCK_PD1_pSTAT1_TCF1	Epithelial cells	Epithelial cells	NA	NA	T	NA	2081	Epithelial cells
B2M_casp3_CCR7_CD103_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GITR_panCK_PD1_pSTAT1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	6204	Epithelial cells
B2M_casp3_CCR7_CD103_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GZMB_Ki67_panCK_PD1_pSTAT1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	3247	Epithelial cells
B2M_casp3_CD103_CXCL12_GATA3_GZMB_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	7787	Epithelial cells
B2M_CCR7_CD103_CXCL12_CXCR6_Ki67_panCK_pSTAT1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	14306	Epithelial cells
B2M_CCR7_CXCL12_CXCR6_panCK_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	14017	Epithelial cells
B2M_CD103_CXCL12_CXCR6_FAP1_GITR_panCK_pSTAT1_TCF1	Epithelial cells	Epithelial cells	NA	NA	T	NA	3033	Epithelial cells
casp3_CCR7_CD103_CD25_CD27_CD31_CTLA4_CXCL12_CXCR4_CXCR6_FAP1_FOXP3_GATA3_GITR_GZMB_Ki67_LAG3_panCK_PDL1_pSTAT1_TCF1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	2423	Epithelial cells
casp3_CCR7_CD103_CTLA4_CXCR6_FAP1_FOXP3_GZMB_Ki67_panCK_pSTAT1_TCF1	Epithelial cells	Epithelial cells	NA	NA	T	NA	17978	Excluded Epithelial cells
CCR7_CD103_CXCL12_CXCR6_FAP1_panCK_PD1_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	23689	Epithelial cells
CCR7_CXCL12_CXCR6_Ki67_panCK_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	21203	Excluded Epithelial cells
CCR7_CXCL12_CXCR6_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	18087	Epithelial cells
CCR7_CXCL12_CXCR6_panCK_PD1_pSTAT1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	22012	Epithelial cells
CD103_CD45_CXCL12_CXCR6_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	197	Epithelial cells
CD103_CXCL12_CXCR4_FAP1_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	t	NA	50	Epithelial cells
CD103_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	2800	Epithelial cells
CD27_CD45RA_TCF1	Epithelial cells	Epithelial cells	NA	NA	T	NA	3967	Excluded Epithelial cells
CD45_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	110	Excluded Leukocytes
CXCL12_CXCR6_FAP1_panCK_PD1_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	16432	Epithelial cells
CXCL12_CXCR6_FOXP3_GITR_Ki67_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	4241	Excluded Epithelial cells
CXCL12_CXCR6_ICOS_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	1246	Epithelial cells
CXCL12_CXCR6_Ki67_LAG3_panCK_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	10074	Excluded Epithelial cells
CXCL12_CXCR6_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	10944	Epithelial cells
CXCL12_CXCR6_panCK_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	3709	Epithelial cells
CXCL12_FOXP3_GZMB_Ki67_panCK_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	21097	Excluded Epithelial cells
B2M_casp3_CCR7_CD103_CXCL12_CXCR6_FAP1_FOXP3_GITR_GZMB_Ki67_panCK_PD1_PDL1_pSTAT1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	6274	Epithelial cells
B2M_CCR7_CD103_CXCL12_CXCR4_CXCR6_FAP1_LAG3_panCK_PD1_pSTAT1_TCF1_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	NA	6592	Epithelial cells
B2M_CCR7_CD31_CXCL12_CXCR6_panCK_PD1_PDL1	Epithelial cells	Epithelial cells	NA	NA	T	NA	798	Epithelial cells
B2M_CD103_CXCL12_CXCR6_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	14679	Excluded Epithelial cells_Epithelial cells
B2M_panCK_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	2691	Excluded Epithelial cells
casp3_CD103_CD25_FAP1_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	128	Excluded Epithelial cells
CCR7_CD45RA_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	1635	Epithelial cells
CCR7_CXCL12_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	13222	Excluded Epithelial cells
CD25_CXCL12_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	70	Excluded Epithelial cells
CD31_CXCL12_LAG3_panCK_PDL1	Epithelial cells	Epithelial cells	NA	NA	T	NA	118	Excluded Endothelial cells
CD45RA_CXCL12_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	10430	Epithelial cells
CD45RA_Ki67	Epithelial cells	Epithelial cells	NA	NA	T	NA	2651	Excluded Epithelial cells_Excluded Mesenchymal cells
CD45RA_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	29900	Excluded Epithelial cells
CD57_CXCL12_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	1010	Excluded Epithelial cells
CXCL12_CXCR6_Ki67_panCK_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	39084	Excluded Epithelial cells_Epithelial cells
CXCL12_CXCR6_panCK_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	29523	Excluded Epithelial cells_Epithelial cells
CXCL12_FOXP3_Ki67_LAG3_panCK_pSTAT1	Epithelial cells	Epithelial cells	NA	NA	T	NA	28138	Excluded Epithelial cells
